YEAR,MONTH,OP_UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED
2019,11,AA,ATL,SEA,12,1,0
2019,11,AA,MCO,DEN,1,12,0
2019,11,WN,MCO,LAX,0,8,0
2019,11,DL,SEA,LAX,7,7,0
2019,11,AA,ATL,DFW,2,11,0
2019,11,UA,DEN,SEA,4,0,0
2019,11,DL,MCO,ORD,10,0,0
2019,11,AA,JFK,MCO,0,12,0
2019,11,UA,SFO,ORD,0,5,0
2019,11,UA,LAX,SFO,3,4,0
2019,11,DL,JFK,MCO,10,14,0
2019,11,AA,SFO,DFW,12,7,0
2019,11,DL,DFW,JFK,7,4,0
2019,11,AA,MCO,DFW,0,6,0
2019,11,WN,DFW,LAX,14,2,0
2019,11,UA,ORD,JFK,15,9,0
2019,11,AA,ORD,MCO,10,6,0
2019,11,WN,ORD,LAX,2,10,0
2019,11,UA,ATL,ORD,6,16,0
2019,11,WN,SFO,LAX,12,18,0
2019,11,DL,SFO,ORD,10,10,0
2019,11,AA,SEA,DEN,10,22,0
2019,11,WN,ATL,SFO,6,0,0
2019,11,UA,DFW,SEA,7,1,0
2019,11,WN,DFW,ATL,18,15,0
2019,11,UA,ATL,MCO,10,2,0
2019,11,DL,ORD,DEN,1,0,0
2019,11,AA,ATL,DFW,18,12,0
2019,11,AA,SEA,ORD,0,20,0
2019,11,DL,MCO,LAX,1,4,0
2019,11,DL,MCO,DEN,15,0,0
2019,11,AA,DFW,SEA,3,0,0
2019,11,UA,SEA,LAX,16,15,0
2019,11,UA,LAX,ATL,0,0,0
2019,11,UA,DFW,SEA,9,13,0
2019,11,UA,SEA,MCO,15,3,0
2019,11,WN,SFO,MCO,11,0,0
2019,11,WN,LAX,SFO,28,12,0
2019,11,AA,SEA,JFK,18,10,0
2019,11,WN,SFO,SEA,4,13,0
2019,11,DL,LAX,ORD,4,6,0
2019,11,AA,MCO,SEA,8,13,0
2019,11,WN,DFW,LAX,9,0,0
2019,11,AA,ATL,JFK,5,16,0
2019,11,WN,LAX,JFK,3,6,0
2019,11,WN,ORD,ATL,0,5,0
2019,11,WN,DEN,MCO,3,8,0
2019,11,DL,DEN,LAX,2,0,0
2019,11,UA,ATL,JFK,11,0,0
2019,11,WN,DFW,ORD,1,0,0
2019,11,DL,DFW,ORD,6,4,0
2019,11,AA,MCO,JFK,7,0,0
2019,11,DL,DEN,ATL,0,9,0
2019,11,UA,DFW,LAX,0,21,0
2019,11,DL,SEA,DFW,11,10,0
2019,11,UA,LAX,ORD,0,12,0
2019,11,WN,SEA,SFO,8,3,0
2019,11,AA,SEA,ORD,13,19,0
2019,11,WN,LAX,JFK,4,12,0
2019,11,DL,ORD,DEN,1,5,0
2019,11,WN,SEA,LAX,7,10,0
2019,11,DL,LAX,ORD,0,6,0
2019,11,DL,LAX,SEA,0,0,0
2019,11,WN,ATL,SFO,0,8,0
2019,11,AA,DFW,ORD,21,14,0
2019,11,WN,JFK,SFO,13,5,0
2019,11,DL,LAX,MCO,6,5,0
2019,11,AA,ORD,DEN,6,7,0
2019,11,DL,ORD,JFK,13,15,0
2019,11,DL,JFK,DFW,19,14,0
2019,11,AA,DEN,LAX,0,1,0
2019,11,DL,DEN,LAX,5,5,0
2019,11,UA,LAX,ORD,0,3,0
2019,11,AA,ATL,JFK,14,12,0
2019,11,AA,ORD,DFW,0,3,0
2019,11,UA,JFK,ORD,18,11,0
2019,11,WN,MCO,DEN,15,0,0
2019,11,AA,ATL,MCO,14,0,0
2019,11,DL,ORD,LAX,0,10,0
2019,11,WN,DEN,MCO,12,0,0
2019,11,WN,SFO,SEA,3,3,0
2019,11,WN,LAX,MCO,21,9,0
2019,11,UA,DFW,MCO,9,11,0
2019,11,WN,SEA,DFW,6,10,0
2019,11,AA,SEA,ATL,1,13,0
2019,11,AA,MCO,DEN,14,6,0
2019,11,UA,JFK,DFW,4,14,0
2019,11,AA,ATL,DEN,0,0,0
2019,11,WN,ORD,DEN,0,0,0
2019,11,DL,JFK,ORD,24,4,0
2019,11,WN,JFK,DEN,10,5,0
2019,11,AA,JFK,LAX,14,2,0
2019,11,UA,SEA,DFW,2,16,0
2019,11,DL,SEA,MCO,25,0,0
2019,11,AA,MCO,DFW,16,12,0
2019,11,WN,JFK,SEA,8,2,0
2019,11,UA,SFO,ORD,7,5,0
2019,11,UA,ORD,ATL,7,5,0
2019,11,AA,SEA,JFK,10,10,0
2019,11,UA,MCO,DEN,0,8,0
2019,11,UA,DEN,DFW,1,17,0
2019,11,WN,SFO,DFW,8,6,0
2019,11,AA,SFO,LAX,5,17,0
2019,11,DL,DEN,LAX,4,1,0
2019,11,AA,JFK,ATL,0,0,0
2019,11,WN,LAX,ATL,6,9,0
2019,11,WN,JFK,DEN,8,19,0
2019,11,AA,LAX,JFK,21,0,0
2019,11,WN,SFO,DFW,4,2,0
2019,11,AA,LAX,SEA,19,0,0
2019,11,UA,SFO,MCO,0,4,0
2019,11,AA,JFK,LAX,14,0,0
2019,11,UA,SFO,MCO,18,0,0
2019,11,DL,MCO,ATL,6,9,0
2019,11,DL,MCO,DFW,15,19,0
2019,11,DL,LAX,ATL,14,12,0
2019,11,UA,SEA,DFW,5,15,0
2019,11,UA,ORD,LAX,1,0,0
2019,11,WN,DEN,SFO,7,14,0
2019,11,DL,DEN,MCO,0,9,0
2019,11,UA,ATL,JFK,13,1,0
2019,11,AA,ATL,DFW,3,11,0
2019,11,AA,ORD,SFO,18,0,0
2019,11,WN,DFW,LAX,8,11,0
2019,11,WN,LAX,SFO,0,0,0
2019,11,WN,ATL,DFW,5,9,0
2019,11,AA,SEA,MCO,11,0,0
2019,11,DL,MCO,SFO,3,2,0
2019,11,DL,DFW,ORD,0,12,0
2019,11,UA,DEN,DFW,10,17,0
2019,11,WN,ATL,JFK,10,6,0
2019,11,WN,LAX,DEN,19,13,0
2019,11,WN,ATL,MCO,2,5,0
2019,11,UA,MCO,JFK,20,1,0
2019,11,DL,DEN,ATL,0,9,0
2019,11,AA,JFK,ATL,0,0,0
2019,11,UA,DEN,ATL,13,0,0
2019,11,DL,DEN,SEA,8,16,0
2019,11,DL,DFW,JFK,0,0,0
2019,11,UA,DEN,SFO,7,0,0
2019,11,UA,LAX,ORD,1,7,0
2019,11,WN,ORD,DFW,8,1,0
2019,11,AA,LAX,ATL,7,20,0
2019,11,UA,JFK,SEA,0,10,0
2019,11,WN,DFW,SFO,15,4,0
2019,11,WN,JFK,LAX,17,6,0
2019,11,AA,DEN,LAX,9,7,0
2019,11,DL,DFW,JFK,19,7,0
2019,11,WN,MCO,SEA,13,0,0
2019,11,WN,DEN,LAX,0,8,0
2019,11,AA,MCO,ATL,2,18,0
2019,11,UA,LAX,DFW,0,19,0
2019,11,WN,SFO,JFK,16,4,0
2019,11,UA,SFO,DEN,8,0,0
2019,11,UA,JFK,ATL,15,10,0
2019,11,WN,JFK,DEN,6,21,0
2019,11,DL,ORD,SFO,0,0,0
2019,11,WN,ORD,MCO,0,10,0
2019,11,AA,SEA,LAX,20,8,0
2019,11,UA,SFO,ATL,12,4,0
2019,11,AA,SEA,DFW,0,16,0
2019,11,AA,DFW,ORD,7,0,0
2019,11,AA,DEN,ORD,15,22,0
2019,11,WN,SFO,SEA,2,0,0
2019,11,AA,DEN,SFO,5,10,0
2019,11,DL,JFK,ATL,3,7,0
2019,11,WN,ATL,DEN,9,6,0
2019,11,AA,LAX,JFK,0,5,0
2019,11,AA,DFW,SFO,10,12,0
2019,11,UA,DFW,DEN,15,4,0
2019,11,DL,MCO,ATL,1,10,0
2019,11,WN,LAX,MCO,4,0,0
2019,11,UA,JFK,SEA,0,11,0
2019,11,DL,JFK,DFW,0,6,0
2019,11,WN,DEN,SEA,11,4,0
2019,11,DL,MCO,ORD,26,5,0
2019,11,UA,ATL,MCO,7,0,0
2019,11,DL,SFO,ATL,8,5,0
2019,11,WN,JFK,SFO,6,7,0
2019,11,WN,JFK,MCO,9,4,0
2019,11,WN,SFO,ORD,0,23,0
2019,11,AA,MCO,ATL,8,14,0
2019,11,DL,SFO,DFW,16,23,0
2019,11,WN,SFO,MCO,4,13,0
2019,11,WN,DFW,SFO,10,3,0
2019,11,UA,ORD,SFO,7,0,0
2019,11,UA,MCO,LAX,18,0,0
2019,11,AA,DEN,LAX,3,9,0
2019,11,AA,SEA,ORD,9,0,0
2019,11,WN,ORD,SFO,7,0,0
2019,11,DL,SFO,DEN,0,0,0
2019,11,DL,JFK,DFW,5,14,0
2019,11,AA,SEA,DFW,10,7,0
2019,11,AA,SEA,LAX,10,15,0
2019,11,WN,ATL,JFK,7,4,0
2019,11,DL,ATL,LAX,1,1,0
2019,11,WN,DEN,LAX,1,17,0
2019,11,UA,MCO,ORD,14,0,0
2019,11,UA,SEA,LAX,7,0,0
2019,11,DL,SFO,LAX,10,7,0
2019,11,AA,ATL,MCO,4,1,0
2019,11,DL,SEA,SFO,6,4,0
2019,11,DL,SEA,DFW,7,9,0
2019,11,AA,ATL,ORD,3,9,0
2019,11,DL,DEN,MCO,14,23,0
2019,11,WN,LAX,DEN,6,9,0
2019,11,WN,JFK,DFW,7,6,0
2019,11,WN,ATL,DEN,9,1,0
2019,11,DL,DEN,JFK,18,17,0
2019,11,UA,SFO,DEN,7,8,0
2019,11,UA,DFW,SFO,4,4,0
2019,11,AA,DFW,SEA,9,0,0
2019,11,WN,JFK,LAX,13,11,0
2019,11,AA,DEN,DFW,12,5,0
2019,11,UA,DEN,SFO,0,23,0
2019,11,WN,JFK,SEA,0,9,0
2019,11,AA,DFW,JFK,2,7,0
2019,11,DL,DEN,SEA,14,2,0
2019,11,UA,JFK,DEN,0,2,0
2019,11,UA,ORD,SFO,3,0,0
2019,11,UA,ORD,JFK,20,4,0
2019,11,UA,SEA,SFO,0,10,0
2019,11,UA,ATL,SFO,9,0,0
2019,11,AA,SFO,ATL,1,9,0
2019,11,WN,DEN,SFO,8,0,0
2019,11,DL,DFW,ATL,4,7,0
2019,11,WN,SEA,LAX,0,0,0
2019,11,AA,LAX,ORD,14,12,0
2019,11,WN,MCO,ATL,10,12,0
2019,11,WN,LAX,ORD,4,5,0
2019,11,DL,ATL,SEA,3,0,0
2019,11,DL,MCO,DEN,5,11,0
2019,11,UA,MCO,DEN,2,4,0
2019,11,DL,LAX,JFK,13,14,0
2019,11,UA,SEA,ORD,3,20,0
2019,11,AA,ATL,MCO,4,14,0
2019,11,UA,ORD,LAX,9,7,0
2019,11,DL,SEA,MCO,16,13,0
2019,11,AA,SFO,JFK,5,4,0
2019,11,DL,ORD,SFO,20,15,0
2019,11,AA,LAX,JFK,11,0,0
2019,11,UA,LAX,DEN,0,2,0
2019,11,UA,SFO,SEA,16,12,0
2019,11,WN,MCO,SEA,0,5,0
2019,11,UA,LAX,DFW,9,8,0
2019,11,WN,MCO,JFK,3,12,0
2019,11,AA,ORD,ATL,15,18,0
2019,11,UA,ATL,SFO,3,8,0
2019,11,WN,ORD,DFW,19,3,0
2019,11,WN,ATL,ORD,7,16,0
2019,11,UA,MCO,DFW,7,11,0
2019,11,WN,LAX,DFW,9,16,0
2019,11,WN,DFW,MCO,13,1,0
2019,11,AA,MCO,DEN,15,2,0
2019,11,DL,ORD,MCO,0,15,0
2019,11,WN,DFW,ATL,10,13,0
2019,11,UA,SEA,ORD,14,1,0
2019,11,WN,SFO,DEN,14,16,0
2019,11,DL,SEA,LAX,20,0,0
2019,11,UA,SEA,LAX,9,0,0
2019,11,DL,LAX,SEA,0,5,0
2019,11,DL,ORD,ATL,19,0,0
2019,11,AA,ORD,MCO,8,18,0
2019,11,AA,LAX,SEA,5,13,0
2019,11,DL,DEN,JFK,11,19,0
2019,11,DL,SFO,DFW,8,0,0
2019,11,UA,DFW,ATL,4,0,0
2019,11,WN,ATL,MCO,0,10,0
2019,11,AA,DFW,SEA,13,0,0
2019,11,UA,SEA,ATL,6,13,0
2019,11,AA,DFW,SEA,14,19,0
2019,11,DL,DFW,DEN,14,8,0
2019,11,DL,DEN,JFK,1,0,0
2019,11,DL,DFW,ATL,12,9,0
2019,11,UA,SFO,MCO,0,13,0
2019,11,WN,SEA,DFW,10,0,0
2019,11,DL,SFO,LAX,9,0,0
2019,11,WN,ATL,SEA,0,0,0
2019,11,DL,SFO,MCO,5,0,0
2019,11,UA,JFK,DEN,0,9,0
2019,11,AA,SFO,DEN,0,7,0
2019,11,AA,DEN,ORD,0,0,0
2019,11,UA,ORD,DFW,11,0,0
2019,11,AA,DFW,LAX,15,1,0
2019,11,AA,SEA,ATL,8,8,0
2019,11,DL,MCO,DEN,3,17,0
2019,11,DL,ORD,SEA,3,1,0
2019,11,WN,ATL,JFK,0,0,0
2019,11,DL,DFW,LAX,14,0,0
2019,11,UA,MCO,ORD,15,7,0
2019,11,DL,JFK,ATL,0,9,0
2019,11,AA,SFO,SEA,7,8,0
2019,11,UA,DEN,DFW,3,8,0
2019,11,WN,DFW,SEA,10,0,0
2019,11,WN,ATL,JFK,11,12,0
2019,11,WN,SFO,ATL,3,0,0
2019,11,WN,DFW,MCO,14,9,0
2019,11,DL,MCO,DFW,15,18,0
2019,11,DL,ORD,MCO,0,2,0
2019,11,WN,SEA,DEN,0,4,0
2019,11,AA,JFK,SFO,10,0,0
2019,11,AA,ATL,ORD,8,1,0
2019,11,DL,LAX,DFW,20,4,0
2019,11,AA,LAX,SEA,12,0,0
2019,11,DL,DEN,SFO,3,4,0
2019,11,UA,DFW,LAX,0,14,0
2019,11,UA,MCO,ATL,7,0,0
2019,11,DL,SEA,DFW,17,11,0
2019,11,DL,ORD,JFK,8,15,0
2019,11,WN,SFO,ATL,10,4,0
2019,11,DL,SEA,ORD,0,0,0
2019,11,AA,SFO,MCO,21,0,0
2019,11,UA,SEA,ORD,11,4,0
2019,11,DL,JFK,DFW,14,0,0
2019,11,DL,ORD,SFO,8,0,0
2019,11,DL,JFK,SFO,12,9,0
2019,11,UA,ORD,DFW,9,16,0
2019,11,AA,DEN,MCO,6,12,0
2019,11,UA,SFO,ATL,0,8,0
2019,11,AA,SFO,JFK,6,5,0
2019,11,DL,ATL,SEA,5,8,0
2019,11,WN,DFW,SEA,13,12,0
2019,11,AA,SEA,DEN,0,1,0
2019,11,UA,SEA,ORD,4,8,0
2019,11,AA,ATL,SFO,11,9,0
2019,11,WN,ORD,SFO,20,20,0
2019,11,UA,JFK,DEN,0,17,0
2019,11,UA,ATL,ORD,14,0,0
2019,11,WN,LAX,ATL,0,8,0
2019,11,AA,SEA,JFK,0,11,0
2019,11,WN,SEA,LAX,4,3,0
2019,11,AA,ORD,ATL,0,6,0
2019,11,UA,LAX,ORD,0,4,0
2019,11,AA,DEN,LAX,20,0,0
2019,11,DL,SFO,ORD,1,10,0
2019,11,UA,ATL,DFW,4,7,0
2019,11,WN,LAX,SFO,7,11,0
2019,11,AA,JFK,DFW,15,0,0
2019,11,AA,JFK,DEN,0,0,0
2019,11,AA,DFW,DEN,0,9,0
2019,11,WN,MCO,ORD,1,0,0
2019,11,DL,SFO,ORD,9,7,0
2019,11,AA,ORD,SEA,15,4,0
2019,11,UA,DFW,JFK,2,0,0
2019,11,WN,SEA,DEN,13,0,0
2019,11,WN,ORD,SEA,2,0,0
2019,11,DL,SFO,LAX,0,20,0
2019,11,UA,SFO,LAX,25,0,0
2019,11,DL,LAX,ATL,0,15,0
2019,11,WN,ORD,SEA,8,9,0
2019,11,DL,SFO,MCO,10,6,0
2019,11,UA,ATL,SEA,6,6,0
2019,11,AA,LAX,DFW,10,12,0
2019,11,DL,ORD,MCO,0,15,0
2019,11,AA,DFW,ATL,0,11,0
2019,11,WN,ORD,JFK,10,19,0
2019,11,UA,ORD,ATL,0,7,0
2019,11,WN,DFW,ORD,16,2,0
2019,11,DL,ATL,JFK,8,0,0
2019,11,DL,MCO,JFK,13,14,0
2019,11,UA,LAX,DFW,0,21,0
2019,11,AA,ATL,JFK,23,0,0
2019,11,DL,SEA,LAX,18,24,0
2019,11,AA,LAX,SFO,0,0,0
2019,11,AA,DFW,SEA,0,5,0
2019,11,DL,SEA,ATL,7,1,0
2019,11,AA,SEA,MCO,13,1,0
2019,11,UA,DEN,MCO,17,5,0
2019,11,DL,DEN,MCO,5,14,0
2019,11,AA,SFO,DEN,10,6,0
2019,11,AA,SFO,DEN,10,14,0
2019,11,DL,ATL,DFW,19,0,0
2019,11,DL,JFK,DEN,11,8,0
2019,11,WN,ATL,DEN,10,3,0
2019,11,WN,ATL,JFK,7,11,0
2019,11,DL,JFK,ATL,0,6,0
2019,11,AA,ATL,SEA,0,18,0
2019,11,UA,DFW,JFK,12,13,0
2019,11,UA,ORD,SFO,14,0,0
2019,11,UA,SEA,DFW,0,5,0
2019,11,UA,JFK,SEA,8,3,0
2019,11,DL,MCO,DEN,9,0,0
2019,11,UA,JFK,LAX,12,14,0
2019,11,UA,ORD,MCO,0,0,0
2019,11,WN,ATL,MCO,0,0,0
2019,11,AA,DEN,MCO,5,14,0
2019,11,WN,DEN,LAX,0,0,0
2019,11,WN,SFO,SEA,11,0,0
2019,11,WN,ORD,LAX,0,1,0
2019,11,UA,ORD,DFW,6,18,0
2019,11,AA,ORD,SEA,0,16,0
2019,11,UA,LAX,DFW,12,0,0
2019,11,DL,ORD,LAX,15,12,0
2019,11,AA,JFK,LAX,11,0,0
2019,11,WN,ORD,SEA,23,11,0
2019,11,UA,DEN,ATL,28,9,0
2019,11,DL,ORD,JFK,0,14,0
2019,11,AA,MCO,LAX,25,17,0
2019,11,WN,ORD,MCO,7,6,0
2019,11,WN,SFO,ORD,2,18,0
2019,11,AA,MCO,SFO,6,16,0
2019,11,UA,DEN,LAX,7,10,0
2019,11,DL,ATL,LAX,29,7,0
2019,11,AA,SEA,DEN,3,0,0
2019,11,WN,LAX,JFK,0,13,0
2019,11,DL,LAX,SFO,14,11,0
2019,11,WN,DEN,SEA,6,2,0
2019,11,DL,SEA,MCO,0,0,0
2019,11,WN,SFO,DEN,2,15,0
2019,11,UA,JFK,MCO,7,1,0
2019,11,DL,SEA,JFK,0,15,0
2019,11,DL,ATL,SFO,1,23,0
2019,11,WN,ORD,SFO,2,8,0
2019,11,UA,ORD,SFO,8,0,0
2019,11,WN,MCO,JFK,7,9,0
2019,11,AA,MCO,ATL,21,23,0
2019,11,AA,SFO,DFW,6,6,0
2019,11,AA,ORD,MCO,5,15,0
2019,11,WN,ORD,LAX,15,7,0
2019,11,WN,DEN,JFK,12,0,0
2019,11,WN,JFK,ATL,19,10,0
2019,11,DL,DEN,ORD,9,7,0
2019,11,AA,ORD,DEN,14,0,0
2019,11,DL,MCO,ATL,4,13,0
2019,11,AA,SFO,SEA,8,0,0
2019,11,WN,JFK,DEN,25,18,0
2019,11,DL,LAX,MCO,16,10,0
2019,11,DL,LAX,ORD,2,0,0
2019,11,UA,DEN,SEA,3,20,0
2019,11,UA,DFW,ATL,5,0,0
2019,11,WN,DEN,MCO,7,8,0
2019,11,WN,DFW,SEA,1,0,0
2019,11,WN,MCO,JFK,17,13,0
2019,11,DL,ATL,ORD,1,6,0
2019,11,UA,DFW,ATL,23,6,0
2019,11,WN,DFW,LAX,2,5,0
2019,11,AA,SFO,MCO,12,22,0
2019,11,WN,ATL,DEN,12,0,0
2019,11,UA,SFO,LAX,0,16,0
2019,11,UA,JFK,SEA,2,4,0
2019,11,UA,SEA,ATL,2,0,0
2019,11,DL,MCO,SEA,4,1,0
2019,11,AA,JFK,ATL,0,13,0
2019,11,WN,ORD,DEN,0,0,0
2019,11,AA,LAX,ATL,16,8,0
2019,11,UA,SFO,MCO,12,0,0
2019,11,DL,DFW,ATL,0,12,0
2019,11,WN,JFK,MCO,12,6,0
2019,11,AA,ATL,JFK,4,0,0
2019,11,DL,MCO,LAX,0,5,0
2019,11,WN,JFK,SFO,6,4,0
2019,11,UA,MCO,LAX,0,4,0
2019,11,WN,MCO,LAX,18,6,0
2019,11,WN,SFO,MCO,24,3,0
2019,11,AA,DFW,SEA,11,0,0
2019,11,UA,ATL,MCO,3,0,0
2019,11,UA,JFK,DEN,3,8,0
2019,11,DL,MCO,SEA,15,4,0
2019,11,UA,ATL,MCO,0,14,0
2019,11,AA,DFW,ORD,6,0,0
2019,11,WN,SFO,LAX,0,12,0
2019,11,UA,LAX,DFW,8,26,0
2019,11,WN,SEA,ORD,0,15,0
2019,11,DL,SFO,ORD,6,0,0
2019,11,WN,LAX,DEN,17,2,0
2019,11,UA,ATL,SFO,8,6,0
2019,11,WN,LAX,ORD,0,18,0
2019,11,DL,ORD,SFO,19,0,0
2019,11,UA,JFK,DEN,15,14,0
2019,11,UA,SEA,DEN,14,2,0
2019,11,DL,ATL,DFW,15,0,0
2019,11,UA,JFK,DFW,0,7,0
2019,11,DL,ATL,SFO,21,9,0
2019,11,UA,ATL,JFK,11,10,0
2019,11,DL,JFK,SFO,3,8,0
2019,11,WN,SEA,MCO,0,24,0
2019,11,AA,DEN,DFW,0,8,0
2019,11,AA,DFW,JFK,15,6,0
2019,11,WN,ORD,LAX,15,4,0
2019,11,DL,ATL,JFK,2,9,0
2019,11,DL,DEN,SFO,5,5,0
2019,11,AA,SFO,ATL,10,9,0
2019,11,AA,MCO,SEA,10,0,0
2019,11,DL,SFO,ORD,0,11,0
2019,11,AA,DEN,ATL,8,4,0
2019,11,UA,DFW,SEA,16,4,0
2019,11,WN,LAX,JFK,11,15,0
2019,11,DL,SFO,SEA,24,0,0
2019,11,AA,DFW,JFK,0,0,0
2019,11,AA,DFW,SFO,14,6,0
2019,11,DL,ATL,MCO,0,4,0
2019,11,WN,DEN,SEA,5,0,0
2019,11,UA,LAX,ATL,1,0,0
2019,11,WN,ATL,DEN,9,0,0
2019,11,UA,SFO,ORD,0,2,0
2019,11,DL,DFW,MCO,9,5,0
2019,11,UA,SEA,LAX,6,1,0
2019,11,AA,LAX,MCO,7,10,0
2019,11,UA,ATL,SFO,0,6,0
2019,11,WN,SFO,JFK,17,13,0
2019,11,WN,MCO,SEA,0,0,0
2019,11,DL,ORD,JFK,8,13,0
2019,11,AA,SFO,ORD,8,0,0
2019,11,UA,DEN,SFO,6,0,0
2019,11,UA,SFO,LAX,13,14,0
2019,11,DL,ATL,LAX,14,2,0
2019,11,UA,ATL,DFW,4,0,0
2019,11,AA,MCO,DEN,0,8,0
2019,11,WN,SEA,ATL,14,0,0
2019,11,UA,DEN,ORD,1,3,0
2019,11,UA,ORD,SEA,12,13,0
2019,11,DL,ORD,MCO,9,10,0
2019,11,DL,JFK,SEA,0,19,0
2019,11,DL,SFO,SEA,5,10,0
2019,11,AA,JFK,LAX,0,4,0
2019,12,UA,DFW,ORD,19,16,0
2019,12,AA,SFO,DFW,1,0,0
2019,12,DL,SFO,MCO,4,14,0
2019,12,DL,LAX,DFW,4,13,0
2019,12,DL,SFO,DFW,5,0,0
2019,12,UA,SEA,DFW,9,13,0
2019,12,DL,ORD,LAX,0,14,0
2019,12,WN,LAX,ORD,17,18,0
2019,12,AA,DFW,MCO,2,9,0
2019,12,WN,DEN,JFK,7,18,0
2019,12,WN,SEA,DEN,17,11,0
2019,12,UA,ORD,LAX,14,7,0
2019,12,DL,DEN,LAX,10,18,0
2019,12,WN,SEA,LAX,3,8,0
2019,12,AA,SEA,ORD,0,19,0
2019,12,AA,DFW,SEA,3,13,0
2019,12,AA,ORD,JFK,9,21,0
2019,12,UA,ATL,MCO,17,11,0
2019,12,UA,SEA,DFW,7,0,0
2019,12,WN,SFO,DEN,15,24,0
2019,12,WN,JFK,SFO,12,10,0
2019,12,UA,ORD,JFK,24,13,0
2019,12,DL,ORD,SFO,0,9,0
2019,12,UA,MCO,DEN,4,14,0
2019,12,AA,DEN,DFW,3,8,0
2019,12,UA,SEA,JFK,11,21,0
2019,12,AA,DEN,ORD,3,0,0
2019,12,AA,SEA,MCO,15,12,0
2019,12,AA,SEA,SFO,12,19,0
2019,12,WN,JFK,SEA,0,24,0
2019,12,DL,DEN,LAX,16,1,0
2019,12,DL,DEN,JFK,0,2,0
2019,12,AA,DFW,ATL,14,2,0
2019,12,DL,ORD,LAX,17,13,0
2019,12,DL,DFW,JFK,0,0,0
2019,12,AA,DEN,MCO,0,4,0
2019,12,AA,SFO,MCO,0,22,0
2019,12,WN,ATL,MCO,9,20,0
2019,12,UA,SEA,ORD,13,3,0
2019,12,DL,LAX,ATL,16,15,0
2019,12,DL,ORD,LAX,1,0,0
2019,12,WN,MCO,ATL,4,10,0
2019,12,WN,SFO,DEN,0,4,0
2019,12,AA,DEN,MCO,8,10,0
2019,12,DL,SEA,DFW,12,14,0
2019,12,DL,DFW,ORD,10,5,0
2019,12,WN,ATL,DFW,0,3,0
2019,12,UA,DEN,MCO,11,7,0
2019,12,DL,DEN,DFW,12,8,0
2019,12,UA,ATL,JFK,3,20,0
2019,12,UA,JFK,LAX,18,18,0
2019,12,UA,LAX,DFW,11,8,0
2019,12,AA,SFO,ORD,8,2,0
2019,12,WN,DEN,SEA,16,17,0
2019,12,UA,SEA,SFO,3,5,0
2019,12,DL,SEA,DEN,10,20,0
2019,12,UA,MCO,JFK,0,19,0
2019,12,WN,ORD,DEN,22,9,0
2019,12,DL,LAX,ORD,0,0,0
2019,12,DL,JFK,ORD,5,13,0
2019,12,WN,SEA,JFK,14,7,0
2019,12,WN,DEN,JFK,0,1,0
2019,12,DL,MCO,LAX,17,4,0
2019,12,UA,ATL,DEN,0,8,0
2019,12,UA,ORD,SEA,5,21,0
2019,12,DL,DEN,ATL,2,19,0
2019,12,UA,MCO,DFW,0,0,0
2019,12,WN,SEA,DEN,11,6,0
2019,12,AA,JFK,DEN,2,13,0
2019,12,UA,LAX,DFW,28,6,0
2019,12,UA,DEN,SEA,18,0,0
2019,12,DL,ORD,DFW,3,12,0
2019,12,DL,JFK,MCO,6,22,0
2019,12,UA,LAX,DFW,9,6,0
2019,12,WN,SEA,DEN,25,3,0
2019,12,UA,DEN,DFW,1,24,0
2019,12,UA,MCO,JFK,7,13,0
2019,12,DL,ATL,DFW,10,6,0
2019,12,UA,ORD,JFK,9,2,0
2019,12,AA,DEN,SEA,13,9,0
2019,12,DL,ATL,DFW,5,8,0
2019,12,AA,LAX,ORD,4,0,0
2019,12,AA,MCO,ORD,15,18,0
2019,12,DL,JFK,ORD,12,24,0
2019,12,UA,ATL,LAX,10,5,0
2019,12,UA,MCO,ATL,12,17,0
2019,12,AA,SFO,DEN,7,10,0
2019,12,UA,MCO,JFK,0,7,0
2019,12,AA,DEN,ORD,16,10,0
2019,12,WN,DFW,ORD,11,9,0
2019,12,DL,ORD,DFW,1,16,0
2019,12,WN,DFW,ATL,8,5,0
2019,12,WN,LAX,SEA,19,0,0
2019,12,UA,DEN,MCO,0,9,0
2019,12,DL,ATL,MCO,13,0,0
2019,12,UA,SFO,ATL,6,15,0
2019,12,WN,SFO,DFW,20,7,0
2019,12,AA,SFO,MCO,0,1,0
2019,12,DL,ATL,LAX,0,10,0
2019,12,WN,SEA,DEN,8,11,0
2019,12,WN,SFO,DEN,1,7,0
2019,12,AA,MCO,JFK,12,0,0
2019,12,WN,MCO,JFK,15,5,0
2019,12,WN,ORD,LAX,6,12,0
2019,12,DL,DFW,DEN,8,19,0
2019,12,UA,SFO,MCO,27,8,0
2019,12,UA,JFK,LAX,3,9,0
2019,12,WN,LAX,DFW,4,11,0
2019,12,DL,SFO,ORD,9,13,0
2019,12,UA,MCO,ATL,6,17,0
2019,12,WN,LAX,JFK,15,0,0
2019,12,UA,MCO,ORD,13,7,0
2019,12,WN,LAX,MCO,8,15,0
2019,12,WN,MCO,DFW,4,9,0
2019,12,UA,LAX,MCO,16,5,0
2019,12,UA,ATL,JFK,17,10,0
2019,12,UA,JFK,LAX,15,10,0
2019,12,UA,DFW,ATL,16,0,0
